# id, x, y, group_0, group_1, intens_0, intens_1, dissimil
2300101001001,1159229.57097,9182049.61586,65.4967869501,27.5333662877,65.4967869501,27.5333662877,0.000207138603679
2300150001001,1204662.91555,9530291.31154,80.2287581699,16.4052287582,80.2287581699,16.4052287582,0.0010264933155
2300200003001,1036804.36438,9683266.53003,69.9118436182,24.8371023381,69.9118436182,24.8371023381,0.000424195565092
2300200003002,1051089.98968,9664678.04013,68.2136045772,26.9230769231,68.2136045772,26.9230769231,0.000293911244508
2300309003001,1113844.67138,9330059.6958,59.2215833702,35.6037151703,59.2215833702,35.6037151703,0.000290446834986
2300309003002,1109943.77464,9319100.4356,63.7194008038,30.2155644867,63.7194008038,30.2155644867,4.85197064129e-05
2300408001001,1020264.437,9267428.72726,63.3895131086,26.8414481898,63.3895131086,26.8414481898,0.000191822111938
2300507001001,995323.551708,9601665.67977,73.640167364,20.8275220828,73.640167364,20.8275220828,0.000684793439054
2300606001001,1086373.37084,9224508.21783,63.5838150289,27.7012005336,63.5838150289,27.7012005336,0.000157723734644
2300705001001,1254839.49997,9385730.976,59.6715328467,34.8540145985,59.6715328467,34.8540145985,0.000247138070086
2300754003001,1087219.31489,9653869.88712,78.1357882624,17.1461449942,78.1357882624,17.1461449942,0.00094756593301
2300754003002,1075418.45573,9631436.86602,66.7749419954,30.1160092807,66.7749419954,30.1160092807,0.000119930376576
2300804001001,1055291.16019,9250276.95039,39.9229781772,42.404792469,39.9229781772,42.404792469,0.00101684246156
2300903001001,1131449.76299,9558856.52429,62.2788393489,31.245576787,62.2788393489,31.245576787,2.90063805055e-05
2301000003001,1225849.97299,9553783.17368,74.0482573727,21.7694369973,74.0482573727,21.7694369973,0.00065171511638
2301000003002,1235397.55652,9556470.07811,71.2920489297,23.5474006116,71.2920489297,23.5474006116,0.000511984580244
2301000003003,1240434.70857,9563186.95078,65.7720239975,28.9864224818,65.7720239975,28.9864224818,0.000148344477298
2301109003001,1297076.6275,9493726.57413,70.4918032787,21.8360655738,70.4918032787,21.8360655738,0.000570794790049
2301109003002,1311502.56342,9488544.3712,68.0156021453,28.0351048269,68.0156021453,28.0351048269,0.000239959618758
2301109003003,1318194.93963,9473053.53659,65.9090909091,28.2894736842,65.9090909091,28.2894736842,0.000182442245909
2301208001001,1198534.53014,9501441.77993,66.8355416991,25.6040530008,66.8355416991,25.6040530008,0.00032255473145
2301257001001,972077.721752,9470967.91198,63.4134379598,30.9465424228,63.4134379598,30.9465424228,9.20202599234e-06
2301307001001,1044188.16401,9196865.26295,64.367816092,29.3103448276,64.367816092,29.3103448276,0.000103116620179
2301406001001,1163897.00078,9508692.35997,68.8957325121,18.3897932248,68.8957325121,18.3897932248,0.000689565086272
2301505001001,1036595.44484,9307879.96094,64.2969984202,31.2006319115,64.2969984202,31.2006319115,1.7231323876e-05
2301604001001,1067536.24147,9232658.38348,60.4380867233,34.5999105945,60.4380867233,34.5999105945,0.000219000719869
2301703001001,1167359.69715,9223152.65374,62.9704573047,33.5087009308,62.9704573047,33.5087009308,0.000114814902273
2301802001001,1191753.29987,9253670.71464,64.2292490119,30.2371541502,64.2292490119,30.2371541502,5.87309868711e-05
2301851001001,1176858.48704,9415016.21527,62.013267955,32.3045860975,62.013267955,32.3045860975,8.20735647292e-05
2301901003001,1124963.49016,9177409.78082,69.395280236,21.7551622419,69.395280236,21.7551622419,0.00055037141598
2301901003002,1130851.13022,9187811.93253,66.8777943368,23.5469448584,66.8777943368,23.5469448584,0.000415256505934
2301950001001,1209354.00353,9518667.85099,84.1107508107,13.9935145922,84.1107508107,13.9935145922,0.00121917208026
2302008001001,1186585.82881,9207731.89829,60.4812586765,34.2434058306,60.4812586765,34.2434058306,0.000202149424172
2302057001001,925499.978524,9670926.09275,70.0454386578,22.6494232786,70.0454386578,22.6494232786,0.000524724599485
